code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines
1948177,TRUE,ARDERIUS Silvia Eugenia,ARDERIUS SE,Silvia Eugenia ARDERIUS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,168,0,['Handball']
1948183,TRUE,CABRAL Alexandrina,CABRAL A,Alexandrina CABRAL,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,175,0,['Handball']
1948184,TRUE,CAMPOS Carmen,CAMPOS C,Carmen CAMPOS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,171,0,['Handball']
1948186,TRUE,CASTELLANOS Mercedes,CASTELLANOS M,Mercedes CASTELLANOS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,172,0,['Handball']
1948189,TRUE,ECHEVERRIA Maitane,ECHEVERRIA M,Maitane ECHEVERRIA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,168,0,['Handball']
1948190,TRUE,FERNANDEZ Alicia,FERNANDEZ A,Alicia FERNANDEZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,172,0,['Handball']
1948192,TRUE,GASSAMA Kaba,GASSAMA K,Kaba GASSAMA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,184,0,['Handball']
1948194,TRUE,GONZALEZ Mireya,GONZALEZ M,Mireya GONZALEZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,178,0,['Handball']
1948196,TRUE,GONZALEZ Lara,GONZALEZ L,Lara GONZALEZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,184,0,['Handball']
1948198,TRUE,GUTIERREZ Jennifer Maria,GUTIERREZ JM,Jennifer Maria GUTIERREZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,169,0,['Handball']
1948201,TRUE,LOPEZ Marta,LOPEZ M,Marta LOPEZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,168,0,['Handball']
1948202,TRUE,LOPEZ Soledad,LOPEZ S,Soledad LOPEZ,Female,Alternate Athlete,ESP,Spain,Spain,Spain,Spain,ESP,162,0,['Handball']
1948208,TRUE,PRIETO Maria,PRIETO M,Maria PRIETO,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,172,0,['Handball']
1948214,TRUE,TCHAPTCHET Lysa,TCHAPTCHET L,Lysa TCHAPTCHET,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,183,0,['Handball']
1948218,TRUE,WIGGINS Nicole,WIGGINS N,Nicole WIGGINS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,178,0,['Handball']
1948219,TRUE,ZOQBI Darly,ZOQBI D,Darly ZOQBI,Female,Alternate Athlete,ESP,Spain,Spain,Spain,Spain,ESP,177,0,['Handball']
1948233,TRUE,CASADO Agustin,CASADO A,Agustin CASADO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,190,0,['Handball']
1948237,TRUE,CIKUSA Petar,CIKUSA P,Petar  CIKUSA,Male,Alternate Athlete,ESP,Spain,Spain,Spain,Spain,ESP,195,0,['Handball']
1948238,TRUE,CORRALES Rodrigo,CORRALES R,Rodrigo CORRALES,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,202,0,['Handball']
1948239,TRUE,DUJSHEBAEV Alex,DUJSHEBAEV A,Alex DUJSHEBAEV,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,187,0,['Handball']
1948240,TRUE,DUJSHEBAEV Daniel,DUJSHEBAEV D,Daniel DUJSHEBAEV,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,197,0,['Handball']
1948244,TRUE,FERNANDEZ Daniel,FERNANDEZ D,Daniel FERNANDEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,176,0,['Handball']
1948246,TRUE,FIGUERAS Adrian,FIGUERAS A,Adrian FIGUERAS,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,192,0,['Handball']
1948251,TRUE,GARCIANDIA Imanol,GARCIANDIA I,Imanol GARCIANDIA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,202,0,['Handball']
1948252,TRUE,GOMEZ Aleix,GOMEZ A,Aleix GOMEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,180,0,['Handball']
1948260,TRUE,MAQUEDA Jorge,MAQUEDA J,Jorge MAQUEDA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,195,0,['Handball']
1948268,TRUE,ODRIOZOLA Kauldi,ODRIOZOLA K,Kauldi ODRIOZOLA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,183,0,['Handball']
1948272,TRUE,PEREZ de VARGAS Gonzalo,PEREZ de VARGAS G,Gonzalo PEREZ de VARGAS,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,190,0,['Handball']
1948278,TRUE,RODRIGUEZ Javier,RODRIGUEZ J,Javier RODRIGUEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,200,0,['Handball']
1948280,TRUE,SANCHEZ-MIGALLON Miguel,SANCHEZ-MIGALLON M,Miguel SANCHEZ-MIGALLON,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,200,0,['Handball']
1948281,TRUE,SERDIO Abel,SERDIO A,Abel SERDIO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,195,0,['Handball']
1948288,TRUE,TARRAFETA Ian,TARRAFETA I,Ian TARRAFETA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,188,0,['Handball']
1948302,TRUE,CASERTA Giovanni,CASERTA G,Giovanni CASERTA,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Swimming']
1948314,TRUE,LAVIN Sarah,LAVIN S,Sarah LAVIN,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,171,0,['Athletics']
1948347,TRUE,BAJUK Anastazija,BAJUK A,Anastazija BAJUK,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Canoe Sprint']
1948349,TRUE,DOSTANIC Marija,DOSTANIC M,Marija DOSTANIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Canoe Sprint']
1948352,TRUE,NOVAKOVIC Milica,NOVAKOVIC M,Milica NOVAKOVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Canoe Sprint']
1948354,TRUE,STANOJEV Dunja,STANOJEV D,Dunja STANOJEV,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Canoe Sprint']
1948356,TRUE,DRAGOSAVLJEVIC Marko,DRAGOSAVLJEVIC M,Marko DRAGOSAVLJEVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Canoe Sprint']
1948357,TRUE,DZOMBETA Andjelo,DZOMBETA A,Andjelo DZOMBETA,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Canoe Sprint']
1948360,TRUE,NOVAKOVIC Marko,NOVAKOVIC M,Marko NOVAKOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Canoe Sprint']
1948362,TRUE,TORUBAROV Vladimir,TORUBAROV V,Vladimir TORUBAROV,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Canoe Sprint']
1948377,TRUE,BENEDETTI Julia,BENEDETTI J,Julia BENEDETTI,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Skateboarding']
1948381,TRUE,KORTABITARTE Alain,KORTABITARTE A,Alain KORTABITARTE,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Skateboarding']
1948382,TRUE,LASO Naia,LASO N,Naia LASO,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Skateboarding']
1948383,TRUE,LEON Danny,LEON D,Danny LEON,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Skateboarding']
1948385,TRUE,MUNOZ Natalia,MUNOZ N,Natalia MUNOZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Skateboarding']
1948387,TRUE,TEROL Daniela,TEROL D,Daniela TEROL,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Skateboarding']
1948402,TRUE,AVRAMOVIC Aleksa,AVRAMOVIC A,Aleksa AVRAMOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,192,0,['Basketball']
1948404,TRUE,BOGDANOVIC Bogdan,BOGDANOVIC B,Bogdan BOGDANOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,196,0,['Basketball']
1948405,TRUE,DAVIDOVAC Dejan,DAVIDOVAC D,Dejan DAVIDOVAC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,203,0,['Basketball']
1948407,TRUE,DOBRIC Ognjen,DOBRIC O,Ognjen DOBRIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,200,0,['Basketball']
1948408,TRUE,GUDURIC Marko,GUDURIC M,Marko GUDURIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,196,0,['Basketball']
1948411,TRUE,JOKIC Nikola,JOKIC N,Nikola JOKIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,211,0,['Basketball']
1948413,TRUE,JOVIC Nikola,JOVIC N,Nikola JOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,208,0,['Basketball']
1948416,TRUE,MARINKOVIC Vanja,MARINKOVIC V,Vanja MARINKOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,198,0,['Basketball']
1948417,TRUE,MICIC Vasilije,MICIC V,Vasilije MICIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,195,0,['Basketball']
1948418,TRUE,MILUTINOV Nikola,MILUTINOV N,Nikola MILUTINOV,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,213,0,['Basketball']
1948420,TRUE,PETRUSEV Fili,PETRUSEV F,Filip PETRUSEV,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,211,0,['Basketball']
1948421,TRUE,PLAVSIC Uros,PLAVSIC U,Uros PLAVSIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,216,0,['Basketball']
1948461,TRUE,WAKUMA Misgana,WAKUMA M,Misgana WAKUMA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,170,0,['Athletics']
1948495,TRUE,LAURENZANO Gabriele,LAURENZANO G,LAURENZANO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,176,0,['Volleyball']
1948670,TRUE,ANDERSON Yvonne,ANDERSON Y,Yvonne ANDERSON,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,175,0,['Basketball']
1948680,TRUE,CADJO Sasa,CADJO S,Sasa CADJO,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,178,0,['Basketball']
1948685,TRUE,DJORDJEVIC Mina,DJORDJEVIC M,Mina DJORDJEVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,186,0,['Basketball']
1948688,TRUE,DUGALIC Angela,DUGALIC A,Angela DUGALIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,193,0,['Basketball']
1948690,TRUE,JANKOVIC Masa,JANKOVIC M,Masa JANKOVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,187,0,['Basketball']
1948694,TRUE,JOVANOVIC Nevena,JOVANOVIC N,Nevena JOVANOVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,179,0,['Basketball']
1948698,TRUE,KATANIC Aleksandra,KATANIC A,Aleksandra KATANIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,172,0,['Basketball']
1948702,TRUE,KRAJISNIK Tina,KRAJISNIK T,Tina KRAJISNIK,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,190,0,['Basketball']
1948729,TRUE,NOGIC Jovana,NOGIC J,Jovana NOGIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,181,0,['Basketball']
1948732,TRUE,RACA Ivana,RACA I,Ivana RACA,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,188,0,['Basketball']
1948735,TRUE,SMAILBEGOVIC Nadija,SMAILBEGOVIC N,Nadija SMAILBEGOVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,177,0,['Basketball']
1948738,TRUE,STANKOVIC Dragana,STANKOVIC D,Dragana STANKOVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,195,0,['Basketball']
1948785,TRUE,BOATMAN Ellie,BOATMAN E,Ellie BOATMAN,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,165,64,['Rugby Sevens']
1948791,TRUE,BURTON Abi,BURTON A,Abi BURTON,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,183,78,['Rugby Sevens']
1948798,TRUE,COWELL Heather,COWELL H,Heather COWELL,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,165,67,['Rugby Sevens']
1948799,TRUE,CROMPTON Grace,CROMPTON G,Grace CROMPTON,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,170,62,['Rugby Sevens']
1948832,TRUE,JONES Meg,JONES M,Meg JONES,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,165,67,['Rugby Sevens']
1948834,TRUE,JOYCE Jasmine,JOYCE J,Jasmine JOYCE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,165,79,['Rugby Sevens']
1948838,TRUE,KILDUNNE Ellie,KILDUNNE E,Ellie KILDUNNE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,176,68,['Rugby Sevens']
1948860,TRUE,NORMAN-BELL Isla,NORMAN-BELL I,Isla NORMAN-BELL,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,160,57,['Rugby Sevens']
1948870,TRUE,POWELL Kayleigh,POWELL K,Kayleigh POWELL,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,156,61,['Rugby Sevens']
1948884,TRUE,SHEKELLS Jade,SHEKELLS J,Jade SHEKELLS,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,167,74,['Rugby Sevens']
1948891,TRUE,THOMSON Lisa,THOMSON L,Lisa THOMSON,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,169,77,['Rugby Sevens']
1948892,TRUE,TORLEY Lauren,TORLEY L,Lauren TORLEY,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,176,79,['Rugby Sevens']
1948894,TRUE,UREN Emma,UREN E,Emma UREN,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,168,61,['Rugby Sevens']
1948901,TRUE,WILSON HARDY Amy,WILSON HARDY A,Amy WILSON HARDY,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,168,70,['Rugby Sevens']
1948945,TRUE,ATANASIJEVIC Aleksandar,ATANASIJEVIC A,ATANASIJEVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,200,0,['Volleyball']
1948949,TRUE,IVOVIC Marko,IVOVIC M,IVOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,194,0,['Volleyball']
1948950,TRUE,JOVOVIC Nikola,JOVOVIC N,JOVOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,197,0,['Volleyball']
1948951,TRUE,KAPUR Milorad,KAPUR M,KAPUR,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,181,0,['Volleyball']
1948953,TRUE,KOVACEVIC Uros,KOVACEVIC U,KOVACEVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,197,0,['Volleyball']
1948954,TRUE,KRSMANOVIC Petar,KRSMANOVIC P,KRSMANOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,205,0,['Volleyball']
1948955,TRUE,KUJUNDZIC Miran,KUJUNDZIC M,KUJUNDZIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,196,0,['Volleyball']
1948956,TRUE,LUBURIC Drazen,LUBURIC D,LUBURIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,202,0,['Volleyball']
1948958,TRUE,MASULOVIC Nemanja,MASULOVIC N,MASULOVI N,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,205,0,['Volleyball']
1948962,TRUE,NEDELJKOVIC Aleksandar,NEDELJKOVIC A,NEDELJKOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,205,0,['Volleyball']
1948965,TRUE,PERIC Pavle,PERIC P,PERIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,207,0,['Volleyball']
1948968,TRUE,PODRASCANIN Marko,PODRASCANIN M,PODRASCANIN,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,204,0,['Volleyball']
1948972,TRUE,TODOROVIC Vuk,TODOROVIC V,TODOROVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,190,0,['Volleyball']
1948987,TRUE,CABALLERO Gustavo,CABALLERO G,Gustavo CABALLERO,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,189,0,['Football']
1949004,TRUE,IRFANALUTHFI Rifda,IRFANALUTHFI R,Rifda IRFANALUTHFI,Female,Athlete,INA,Indonesia,Indonesia,Indonesia,Indonesia,INA,0,0,['Artistic Gymnastics']
1949020,TRUE,ALEKSIC Maja,ALEKSIC M,ALEKSIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,188,0,['Volleyball']
1949022,TRUE,BOSKOVIC Tijana,BOSKOVIC T,BOSKOVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,193,0,['Volleyball']
1949024,TRUE,BUSA Bianka,BUSA B,BUSA,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,187,0,['Volleyball']
1949026,TRUE,DRCA Bojana,DRCA B,DRCA,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,186,0,['Volleyball']
1949035,TRUE,KURTAGIC Hena,KURTAGIC H,KURTAGIC,Female,Alternate Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,195,0,['Volleyball']
1949036,TRUE,LAZOVIC Katarina,LAZOVIC K,LAZOVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,182,0,['Volleyball']
1949037,TRUE,LOZO Sara,LOZO S,LOZO,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,186,0,['Volleyball']
1949042,TRUE,MILENKOVIC Bojana,MILENKOVIC B,MILENKOVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,185,0,['Volleyball']
1949045,TRUE,OGNJENOVIC Maja,OGNJENOVIC M,OGNJENOVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,183,0,['Volleyball']
1949050,TRUE,POPOVIC Silvija,POPOVIC S,POPOVIC S,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,178,0,['Volleyball']
1949051,TRUE,POPOVIC Mina,POPOVIC M,POPOVIC M,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,187,0,['Volleyball']
1949054,TRUE,STEVANOVIC Jovana,STEVANOVIC J,STEVANOVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,192,0,['Volleyball']
1949058,TRUE,UZELAC Aleksandra,UZELAC A,UZELAC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,188,0,['Volleyball']
1949290,TRUE,CREVAR Anja,CREVAR A,Anja CREVAR,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Swimming']
1949293,TRUE,ACIN Nikola,ACIN N,Nikola ACIN,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Swimming']
1949294,TRUE,BARNA Andrej,BARNA A,Andrej BARNA,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Swimming']
1949295,TRUE,CVETKOV Justin,CVETKOV J,Justin CVETKOV,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Swimming']
1949301,TRUE,STJEPANOVIC Velimir,STJEPANOVIC V,Velimir STJEPANOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0,['Swimming']
1949404,TRUE,PIE Bernardo,PIE B,Bernardo PIE,Male,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,0,0,['Taekwondo']
1949477,TRUE,SAM Olamide,SAM O,Olamide SAM,Female,Athlete,SLE,Sierra Leone,Sierra Leone,Sierra Leone,Sierra Leone,SLE,0,0,['Swimming']
1949536,TRUE,LUKMINAS Tomas,LUKMINAS T,Tomas LUKMINAS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,0,0,['Swimming']
1949540,TRUE,MEILUTYTE Ruta,MEILUTYTE R,Ruta MEILUTYTE,Female,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,0,0,['Swimming']
1949642,TRUE,NAVIKONIS Tomas,NAVIKONIS T,Tomas NAVIKONIS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,0,0,['Swimming']
1949650,TRUE,ANDRE Angelica,ANDRE A,Angelica ANDRE,Female,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Marathon Swimming']
1949652,TRUE,REBELO Camila,REBELO C,Camila REBELO,Female,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Swimming']
1949654,TRUE,MATOS RIBEIRO Diogo,MATOS RIBEIRO D,Diogo MATOS RIBEIRO,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Swimming']
1949669,TRUE,NASCIMENTO Miguel,NASCIMENTO M,Miguel NASCIMENTO,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Swimming']
1949673,TRUE,RAPSYS Danas,RAPSYS D,Danas RAPSYS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,0,0,['Swimming']
1949727,TRUE,SAVICKAS Aleksas,SAVICKAS A,Aleksas SAVICKAS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,0,0,['Swimming']
1949731,TRUE,SIDLAUSKAS Andrius,SIDLAUSKAS A,Andrius SIDLAUSKAS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,0,0,['Swimming']
1949732,TRUE,COSTA Joao,COSTA J,Joao COSTA,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Swimming']
1949741,TRUE,ECSEKI Nandor,ECSEKI N,Nandor ECSEKI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0,0,['Table Tennis']
1949770,TRUE,MADARASZ Dora,MADARASZ D,Dora MADARASZ,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0,0,['Table Tennis']
1949775,TRUE,TETEREVKOVA Kotryna,TETEREVKOVA K,Kotryna TETEREVKOVA,Female,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,0,0,['Swimming']
1949777,TRUE,MANE Bubacar,MANE B,Bubacar MANE,Male,Athlete,GBS,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,GBS,0,0,['Judo']
1949792,TRUE,POTA Georgina,POTA G,Georgina POTA,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0,0,['Table Tennis']
1949808,TRUE,CARMONA Maria,CARMONA M,Maria CARMONA,Female,Athlete,NCA,Nicaragua,Nicaragua,Nicaragua,Nicaragua,NCA,166,0,['Athletics']
1949811,TRUE,MONTES de OCA Angel,MONTES de OCA A,Angel MONTES de OCA,Male,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,180,0,['Football']
1949834,TRUE,HANFFOU Sarah,HANFFOU S,Sarah HANFFOU,Female,Athlete,CMR,Cameroon,Cameroon,Cameroon,Cameroon,CMR,0,0,['Table Tennis']
1949840,TRUE,MARENCO Izayana,MARENCO I,Izayana MARENCO,Female,Athlete,NCA,Nicaragua,Nicaragua,Nicaragua,Nicaragua,NCA,0,0,['Judo']
1949859,TRUE,PETROVAS Andrius,PETROVAS A,Andrius PETROVAS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,0,0,['Equestrian']
1949860,TRUE,NDONG OBAMA Higinio,NDONG OBAMA H,Higinio NDONG OBAMA,Male,Athlete,GEQ,Equatorial Guinea,Equatorial Guinea,Equatorial Guinea,Equatorial Guinea,GEQ,0,0,['Swimming']
1949900,TRUE,NGUICHIE KAMSEU KAMOGNE G. Arm,NGUICHIE KAMSEU K,Giorgio Ar. NGUICHIE KAMSEU KAMOGNE,Male,Athlete,CMR,Cameroon,Cameroon,Cameroon,Cameroon,CMR,0,0,['Swimming']
1949932,TRUE,MEDINA VENTURA Anabel,MEDINA VENTURA A,Anabel MEDINA VENTURA,Female,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,0,0,['Athletics']
1949934,TRUE,SCHUTZMEIER Maria Victoria,SCHUTZMEIER MV,Maria Victoria SCHUTZMEIER,Female,Athlete,NCA,Nicaragua,Nicaragua,Nicaragua,Nicaragua,NCA,0,0,['Swimming']
1949941,TRUE,HERNANDEZ Gerald,HERNANDEZ G,Gerald HERNANDEZ,Male,Athlete,NCA,Nicaragua,Nicaragua,Nicaragua,Nicaragua,NCA,0,0,['Swimming']
1949942,TRUE,BOESL Enrique,BOESL E,Enrique BOESL,Male,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,183,0,['Football']
1949944,TRUE,NGUELO'O MABEU Grace Manuela,NGUELO'O MABEU G,Grace Manuela NGUELO'O MABEU,Female,Athlete,CMR,Cameroon,Cameroon,Cameroon,Cameroon,CMR,0,0,['Swimming']
1949989,TRUE,GONZALEZ JARQUIN Evidelia,GONZALEZ JARQUIN E,Evidelia GONZALEZ JARQUIN,Female,Athlete,NCA,Nicaragua,Nicaragua,Nicaragua,Nicaragua,NCA,0,0,['Rowing']
1949992,TRUE,MESSINA Fabian,MESSINA F,Fabian MESSINA,Male,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,171,0,['Football']
1950037,TRUE,RESANO Candelaria,RESANO C,Candelaria RESANO,Female,Athlete,NCA,Nicaragua,Nicaragua,Nicaragua,Nicaragua,NCA,0,0,['Surfing']
1950052,TRUE,LOPEZ PAVON Mariel Jose,LOPEZ PAVON MJ,Mariel Jose LOPEZ PAVON,Female,Athlete,NCA,Nicaragua,Nicaragua,Nicaragua,Nicaragua,NCA,0,0,['Shooting']
