code,current,team,team_gender,country_code,country,country_long,discipline,disciplines_code,events,num_athletes,num_coaches
TENWDOUBLES-USA01,TRUE,Gauff / Pegula,W,USA,United States,United States of America,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-USA02,TRUE,Collins / Krawczyk,W,USA,United States,United States of America,Tennis,TEN,Women's Doubles,2,
TENXDOUBLES-AIN01,TRUE,Andreeva / Medvedev,X,AIN,AIN,AIN,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-ARG01,TRUE,Podoroska / Gonzalez,X,ARG,Argentina,Argentina,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-AUS01,TRUE,Perez / Ebden,X,AUS,Australia,Australia,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-BRA01,TRUE,Stefani / Seyboth Wild,X,BRA,Brazil,Brazil,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-CAN01,TRUE,Dabrowski / Auger-Aliassime,X,CAN,Canada,Canada,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-CHN01,TRUE,Wang / Zhang,X,CHN,China,People's Republic of China,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-CRO01,TRUE,Vekic / Pavic,X,CRO,Croatia,Croatia,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-CZE01,TRUE,Siniakova / Machac,X,CZE,Czechia,Czechia,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-DEN01,TRUE,Wozniacki / Rune,X,DEN,Denmark,Denmark,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-ESP01,TRUE,Sorribes Tormo / Granollers,X,ESP,Spain,Spain,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-FRA01,TRUE,Garcia / Roger-Vasselin,X,FRA,France,France,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-GBR01,TRUE,Watson / Salisbury,X,GBR,Great Britain,Great Britain,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-GER01,TRUE,Siegemund / Zverev,X,GER,Germany,Germany,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-GRE01,TRUE,Sakkari / Tsitsipas,X,GRE,Greece,Greece,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-ITA01,TRUE,Errani / Vavassori,X,ITA,Italy,Italy,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-JPN01,TRUE,Shibahara / Nishikori,X,JPN,Japan,Japan,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-NED01,TRUE,Schuurs / Koolhof,X,NED,Netherlands,Netherlands,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-SUI01,TRUE,Golubic / Wawrinka,X,SUI,Switzerland,Switzerland,Tennis,TEN,Mixed Doubles,2,
TENXDOUBLES-USA01,TRUE,Gauff / Fritz,X,USA,United States,United States of America,Tennis,TEN,Mixed Doubles,2,
TRIXTEAM4---AUS01,TRUE,Australia,X,AUS,Australia,Australia,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---AUT01,TRUE,Austria,X,AUT,Austria,Austria,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---BEL01,TRUE,Belgium,X,BEL,Belgium,Belgium,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---BRA01,TRUE,Brazil,X,BRA,Brazil,Brazil,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---ESP01,TRUE,Spain,X,ESP,Spain,Spain,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---FRA01,TRUE,France,X,FRA,France,France,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---GBR01,TRUE,Great Britain,X,GBR,Great Britain,Great Britain,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---GER01,TRUE,Germany,X,GER,Germany,Germany,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---ITA01,TRUE,Italy,X,ITA,Italy,Italy,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---MEX01,TRUE,Mexico,X,MEX,Mexico,Mexico,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---NED01,TRUE,Netherlands,X,NED,Netherlands,Netherlands,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---NOR01,TRUE,Norway,X,NOR,Norway,Norway,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---NZL01,TRUE,New Zealand,X,NZL,New Zealand,New Zealand,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---POR01,TRUE,Portugal,X,POR,Portugal,Portugal,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---SUI01,TRUE,Switzerland,X,SUI,Switzerland,Switzerland,Triathlon,TRI,Mixed Relay,4,
TRIXTEAM4---USA01,TRUE,United States of America,X,USA,United States,United States of America,Triathlon,TRI,Mixed Relay,4,
TTEMTEAM----AUS01,TRUE,Australia,M,AUS,Australia,Australia,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----BRA01,TRUE,Brazil,M,BRA,Brazil,Brazil,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----CAN01,TRUE,Canada,M,CAN,Canada,Canada,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----CHN01,TRUE,People's Republic of China,M,CHN,China,People's Republic of China,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----CRO01,TRUE,Croatia,M,CRO,Croatia,Croatia,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----DEN01,TRUE,Denmark,M,DEN,Denmark,Denmark,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----EGY01,TRUE,Egypt,M,EGY,Egypt,Egypt,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----FRA01,TRUE,France,M,FRA,France,France,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----GER01,TRUE,Germany,M,GER,Germany,Germany,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----IND01,TRUE,India,M,IND,India,India,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----JPN01,TRUE,Japan,M,JPN,Japan,Japan,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----KOR01,TRUE,Republic of Korea,M,KOR,Korea,Republic of Korea,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----POR01,TRUE,Portugal,M,POR,Portugal,Portugal,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----SLO01,TRUE,Slovenia,M,SLO,Slovenia,Slovenia,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----SWE01,TRUE,Sweden,M,SWE,Sweden,Sweden,Table Tennis,TTE,Men's Team,3,
TTEMTEAM----TPE01,TRUE,Chinese Taipei,M,TPE,Chinese Taipei,Chinese Taipei,Table Tennis,TTE,Men's Team,3,
TTEWTEAM----AUS01,TRUE,Australia,W,AUS,Australia,Australia,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----BRA01,TRUE,Brazil,W,BRA,Brazil,Brazil,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----CHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----EGY01,TRUE,Egypt,W,EGY,Egypt,Egypt,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----FRA01,TRUE,France,W,FRA,France,France,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----GER01,TRUE,Germany,W,GER,Germany,Germany,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----HKG01,TRUE,"Hong Kong, China",W,HKG,"Hong Kong, China","Hong Kong, China",Table Tennis,TTE,Women's Team,3,
TTEWTEAM----IND01,TRUE,India,W,IND,India,India,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----JPN01,TRUE,Japan,W,JPN,Japan,Japan,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----KOR01,TRUE,Republic of Korea,W,KOR,Korea,Republic of Korea,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----POL01,TRUE,Poland,W,POL,Poland,Poland,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----ROU01,TRUE,Romania,W,ROU,Romania,Romania,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----SWE01,TRUE,Sweden,W,SWE,Sweden,Sweden,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----THA01,TRUE,Thailand,W,THA,Thailand,Thailand,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----TPE01,TRUE,Chinese Taipei,W,TPE,Chinese Taipei,Chinese Taipei,Table Tennis,TTE,Women's Team,3,
TTEWTEAM----USA01,TRUE,United States of America,W,USA,United States,United States of America,Table Tennis,TTE,Women's Team,3,
TTEXDOUBLES-AUS01,TRUE,LUM Nicholas / JEE Minhyung,X,AUS,Australia,Australia,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-BRA01,TRUE,ISHIY Vitor / TAKAHASHI Bruna,X,BRA,Brazil,Brazil,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-CHN01,TRUE,WANG Chuqin / SUN Yingsha,X,CHN,China,People's Republic of China,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-CUB01,TRUE,CAMPOS Jorge / FONSECA Daniela,X,CUB,Cuba,Cuba,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-EGY01,TRUE,ASSAR Omar / MESHREF Dina,X,EGY,Egypt,Egypt,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-ESP01,TRUE,ROBLES Alvaro / XIAO Maria,X,ESP,Spain,Spain,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-FRA01,TRUE,LEBRUN Alexis / YUAN Jia Nan,X,FRA,France,France,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-GER01,TRUE,QIU Dang / MITTELHAM Nina,X,GER,Germany,Germany,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-HKG01,TRUE,WONG Chun Ting / DOO Hoi Kem,X,HKG,"Hong Kong, China","Hong Kong, China",Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-HUN01,TRUE,ECSEKI Nandor / MADARASZ Dora,X,HUN,Hungary,Hungary,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-JPN01,TRUE,HARIMOTO Tomokazu / HAYATA Hina,X,JPN,Japan,Japan,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-KOR01,TRUE,LIM Jonghoon / SHIN Yubin,X,KOR,Korea,Republic of Korea,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-PRK01,TRUE,RI Jong Sik / KIM Kum Yong,X,PRK,DPR Korea,Democratic People's Republic of Korea,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-ROU01,TRUE,IONESCU Ovidiu / SZOCS Bernadette,X,ROU,Romania,Romania,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-SWE01,TRUE,KARLSSON Kristian / KALLBERG Christina,X,SWE,Sweden,Sweden,Table Tennis,TTE,Mixed Doubles,2,
TTEXDOUBLES-TPE01,TRUE,LIN Yun-Ju / CHEN Szu-Yu,X,TPE,Chinese Taipei,Chinese Taipei,Table Tennis,TTE,Mixed Doubles,2,
VBVMTEAM2---AUS01,TRUE,Hodges/Schubert,M,AUS,Australia,Australia,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---AUS02,TRUE,Nicolaidis/Carracher,M,AUS,Australia,Australia,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---AUT01,TRUE,Horl/Horst,M,AUT,Austria,Austria,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---BRA01,TRUE,George/Andre,M,BRA,Brazil,Brazil,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---BRA02,TRUE,Evandro/Arthur,M,BRA,Brazil,Brazil,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---CAN01,TRUE,Schachter/Dearing,M,CAN,Canada,Canada,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---CHI01,TRUE,M.Grimalt/E.Grimalt,M,CHI,Chile,Chile,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---CUB01,TRUE,Diaz/Alayo,M,CUB,Cuba,Cuba,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---CZE01,TRUE,Perusic/Schweiner,M,CZE,Czechia,Czechia,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---ESP01,TRUE,Herrera/Gavira,M,ESP,Spain,Spain,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---FRA01,TRUE,Krou/Gauthier-Rat,M,FRA,France,France,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---FRA02,TRUE,Bassereau/Lyneel,M,FRA,France,France,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---GER01,TRUE,Ehlers/Wickler,M,GER,Germany,Germany,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---ITA01,TRUE,Cottafava/Nicolai,M,ITA,Italy,Italy,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---ITA02,TRUE,Ranghieri/Carambula,M,ITA,Italy,Italy,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---MAR01,TRUE,Abicha/Elgraoui,M,MAR,Morocco,Morocco,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---NED01,TRUE,Boermans/de Groot,M,NED,Netherlands,Netherlands,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---NED02,TRUE,van de Velde/Immers,M,NED,Netherlands,Netherlands,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---NOR01,TRUE,Mol/Sorum,M,NOR,Norway,Norway,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---POL01,TRUE,Bryl/Losiak,M,POL,Poland,Poland,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---QAT01,TRUE,Cherif/Ahmed,M,QAT,Qatar,Qatar,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---SWE01,TRUE,Ahman/Hellvig,M,SWE,Sweden,Sweden,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---USA01,TRUE,Partain/Benesh,M,USA,United States,United States of America,Beach Volleyball,VBV,Men,2,
VBVMTEAM2---USA02,TRUE,Evans/Budinger,M,USA,United States,United States of America,Beach Volleyball,VBV,Men,2,
VBVWTEAM2---AUS01,TRUE,Mariafe/Clancy,W,AUS,Australia,Australia,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---BRA01,TRUE,Ana Patricia/Duda,W,BRA,Brazil,Brazil,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---BRA02,TRUE,Carol/Barbara,W,BRA,Brazil,Brazil,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---CAN01,TRUE,Melissa/Brandie,W,CAN,Canada,Canada,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---CAN02,TRUE,Bansley/Bukovec,W,CAN,Canada,Canada,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---CHN01,TRUE,Xue/X.Y.Xia,W,CHN,China,People's Republic of China,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---CZE01,TRUE,Hermannova/Stochlova,W,CZE,Czechia,Czechia,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---EGY01,TRUE,Marwa/D. Elghobashy,W,EGY,Egypt,Egypt,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---ESP01,TRUE,Alvarez M/Moreno,W,ESP,Spain,Spain,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---ESP02,TRUE,Liliana/Paula,W,ESP,Spain,Spain,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---FRA01,TRUE,Vieira/Chamereau,W,FRA,France,France,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---FRA02,TRUE,Placette/Richard,W,FRA,France,France,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---GER01,TRUE,Muller/Tillmann,W,GER,Germany,Germany,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---GER02,TRUE,Ludwig/Lippmann,W,GER,Germany,Germany,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---ITA01,TRUE,Gottardi/Menegatti,W,ITA,Italy,Italy,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---JPN01,TRUE,Akiko/Ishii,W,JPN,Japan,Japan,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---LAT01,TRUE,Tina/Anastasija,W,LAT,Latvia,Latvia,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---LTU01,TRUE,Paulikiene/Raupelyte,W,LTU,Lithuania,Lithuania,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---NED01,TRUE,Stam/Schoon,W,NED,Netherlands,Netherlands,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---PAR01,TRUE,Poletti/Michelle,W,PAR,Paraguay,Paraguay,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---SUI01,TRUE,Huberli/Brunner,W,SUI,Switzerland,Switzerland,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---SUI02,TRUE,Esmee/Zoe,W,SUI,Switzerland,Switzerland,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---USA01,TRUE,Nuss/Kloth,W,USA,United States,United States of America,Beach Volleyball,VBV,Women,2,
VBVWTEAM2---USA02,TRUE,Hughes/Cheng,W,USA,United States,United States of America,Beach Volleyball,VBV,Women,2,
VVOMTEAM6---ARG01,TRUE,Argentina,M,ARG,Argentina,Argentina,Volleyball,VVO,Men,13,8
VVOMTEAM6---BRA01,TRUE,Brazil,M,BRA,Brazil,Brazil,Volleyball,VVO,Men,13,10
VVOMTEAM6---CAN01,TRUE,Canada,M,CAN,Canada,Canada,Volleyball,VVO,Men,13,7
VVOMTEAM6---EGY01,TRUE,Egypt,M,EGY,Egypt,Egypt,Volleyball,VVO,Men,13,8
VVOMTEAM6---FRA01,TRUE,France,M,FRA,France,France,Volleyball,VVO,Men,13,8
VVOMTEAM6---GER01,TRUE,Germany,M,GER,Germany,Germany,Volleyball,VVO,Men,13,9
VVOMTEAM6---ITA01,TRUE,Italy,M,ITA,Italy,Italy,Volleyball,VVO,Men,13,8
VVOMTEAM6---JPN01,TRUE,Japan,M,JPN,Japan,Japan,Volleyball,VVO,Men,13,7
VVOMTEAM6---POL01,TRUE,Poland,M,POL,Poland,Poland,Volleyball,VVO,Men,13,11
VVOMTEAM6---SLO01,TRUE,Slovenia,M,SLO,Slovenia,Slovenia,Volleyball,VVO,Men,13,9
VVOMTEAM6---SRB01,TRUE,Serbia,M,SRB,Serbia,Serbia,Volleyball,VVO,Men,13,9
VVOMTEAM6---USA01,TRUE,United States of America,M,USA,United States,United States of America,Volleyball,VVO,Men,13,9
VVOWTEAM6---BRA01,TRUE,Brazil,W,BRA,Brazil,Brazil,Volleyball,VVO,Women,13,8
VVOWTEAM6---CHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Volleyball,VVO,Women,13,7
VVOWTEAM6---DOM01,TRUE,Dominican Republic,W,DOM,Dominican Republic,Dominican Republic,Volleyball,VVO,Women,12,7
VVOWTEAM6---FRA01,TRUE,France,W,FRA,France,France,Volleyball,VVO,Women,13,7
VVOWTEAM6---ITA01,TRUE,Italy,W,ITA,Italy,Italy,Volleyball,VVO,Women,13,10
VVOWTEAM6---JPN01,TRUE,Japan,W,JPN,Japan,Japan,Volleyball,VVO,Women,13,7
VVOWTEAM6---KEN01,TRUE,Kenya,W,KEN,Kenya,Kenya,Volleyball,VVO,Women,13,5
VVOWTEAM6---NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Volleyball,VVO,Women,13,6
VVOWTEAM6---POL01,TRUE,Poland,W,POL,Poland,Poland,Volleyball,VVO,Women,13,11
VVOWTEAM6---SRB01,TRUE,Serbia,W,SRB,Serbia,Serbia,Volleyball,VVO,Women,13,9
VVOWTEAM6---TUR01,TRUE,Türkiye,W,TUR,Türkiye,Türkiye,Volleyball,VVO,Women,13,8
VVOWTEAM6---USA01,TRUE,United States of America,W,USA,United States,United States of America,Volleyball,VVO,Women,13,11
WPOMTEAM7---AUS01,TRUE,Australia,M,AUS,Australia,Australia,Water Polo,WPO,Men,13,5
WPOMTEAM7---CRO01,TRUE,Croatia,M,CRO,Croatia,Croatia,Water Polo,WPO,Men,13,5
WPOMTEAM7---ESP01,TRUE,Spain,M,ESP,Spain,Spain,Water Polo,WPO,Men,13,5
WPOMTEAM7---FRA01,TRUE,France,M,FRA,France,France,Water Polo,WPO,Men,13,4
WPOMTEAM7---GRE01,TRUE,Greece,M,GRE,Greece,Greece,Water Polo,WPO,Men,13,5
WPOMTEAM7---HUN01,TRUE,Hungary,M,HUN,Hungary,Hungary,Water Polo,WPO,Men,13,5
WPOMTEAM7---ITA01,TRUE,Italy,M,ITA,Italy,Italy,Water Polo,WPO,Men,13,5
WPOMTEAM7---JPN01,TRUE,Japan,M,JPN,Japan,Japan,Water Polo,WPO,Men,13,5
WPOMTEAM7---MNE01,TRUE,Montenegro,M,MNE,Montenegro,Montenegro,Water Polo,WPO,Men,13,4
WPOMTEAM7---ROU01,TRUE,Romania,M,ROU,Romania,Romania,Water Polo,WPO,Men,13,5
WPOMTEAM7---SRB01,TRUE,Serbia,M,SRB,Serbia,Serbia,Water Polo,WPO,Men,13,5
WPOMTEAM7---USA01,TRUE,United States of America,M,USA,United States,United States of America,Water Polo,WPO,Men,13,5
WPOWTEAM7---AUS01,TRUE,Australia,W,AUS,Australia,Australia,Water Polo,WPO,Women,13,5
WPOWTEAM7---CAN01,TRUE,Canada,W,CAN,Canada,Canada,Water Polo,WPO,Women,13,5
WPOWTEAM7---CHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Water Polo,WPO,Women,13,5
WPOWTEAM7---ESP01,TRUE,Spain,W,ESP,Spain,Spain,Water Polo,WPO,Women,13,5
WPOWTEAM7---FRA01,TRUE,France,W,FRA,France,France,Water Polo,WPO,Women,13,3
WPOWTEAM7---GRE01,TRUE,Greece,W,GRE,Greece,Greece,Water Polo,WPO,Women,13,5
WPOWTEAM7---HUN01,TRUE,Hungary,W,HUN,Hungary,Hungary,Water Polo,WPO,Women,13,5
WPOWTEAM7---ITA01,TRUE,Italy,W,ITA,Italy,Italy,Water Polo,WPO,Women,13,5
WPOWTEAM7---NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Water Polo,WPO,Women,13,5
WPOWTEAM7---USA01,TRUE,United States of America,W,USA,United States,United States of America,Water Polo,WPO,Women,13,5
