code,current,team,team_gender,country_code,country,country_long,discipline,disciplines_code,events,num_athletes,num_coaches
GARMTEAM----GER01,TRUE,Germany,M,GER,Germany,Germany,Artistic Gymnastics,GAR,Men's Team,5,
GARMTEAM----ITA01,TRUE,Italy,M,ITA,Italy,Italy,Artistic Gymnastics,GAR,Men's Team,5,
GARMTEAM----JPN01,TRUE,Japan,M,JPN,Japan,Japan,Artistic Gymnastics,GAR,Men's Team,5,
GARMTEAM----NED01,TRUE,Netherlands,M,NED,Netherlands,Netherlands,Artistic Gymnastics,GAR,Men's Team,5,
GARMTEAM----SUI01,TRUE,Switzerland,M,SUI,Switzerland,Switzerland,Artistic Gymnastics,GAR,Men's Team,5,
GARMTEAM----TUR01,TRUE,Türkiye,M,TUR,Türkiye,Türkiye,Artistic Gymnastics,GAR,Men's Team,5,
GARMTEAM----UKR01,TRUE,Ukraine,M,UKR,Ukraine,Ukraine,Artistic Gymnastics,GAR,Men's Team,5,
GARMTEAM----USA01,TRUE,United States of America,M,USA,United States,United States of America,Artistic Gymnastics,GAR,Men's Team,5,
GARWTEAM----AUS01,TRUE,Australia,W,AUS,Australia,Australia,Artistic Gymnastics,GAR,Women's Team,5,
GARWTEAM----BRA01,TRUE,Brazil,W,BRA,Brazil,Brazil,Artistic Gymnastics,GAR,Women's Team,5,
GARWTEAM----CAN01,TRUE,Canada,W,CAN,Canada,Canada,Artistic Gymnastics,GAR,Women's Team,5,
GARWTEAM----CHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Artistic Gymnastics,GAR,Women's Team,5,
GARWTEAM----FRA01,TRUE,France,W,FRA,France,France,Artistic Gymnastics,GAR,Women's Team,5,
GARWTEAM----GBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Artistic Gymnastics,GAR,Women's Team,5,
GARWTEAM----ITA01,TRUE,Italy,W,ITA,Italy,Italy,Artistic Gymnastics,GAR,Women's Team,5,
GARWTEAM----JPN01,TRUE,Japan,W,JPN,Japan,Japan,Artistic Gymnastics,GAR,Women's Team,4,
GARWTEAM----KOR01,TRUE,Republic of Korea,W,KOR,Korea,Republic of Korea,Artistic Gymnastics,GAR,Women's Team,5,
GARWTEAM----NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Artistic Gymnastics,GAR,Women's Team,5,
GARWTEAM----ROU01,TRUE,Romania,W,ROU,Romania,Romania,Artistic Gymnastics,GAR,Women's Team,5,
GARWTEAM----USA01,TRUE,United States of America,W,USA,United States,United States of America,Artistic Gymnastics,GAR,Women's Team,5,
GRYW5AA-----AUS01,TRUE,Australia,W,AUS,Australia,Australia,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----AZE01,TRUE,Azerbaijan,W,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----BRA01,TRUE,Brazil,W,BRA,Brazil,Brazil,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----BUL01,TRUE,Bulgaria,W,BUL,Bulgaria,Bulgaria,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----CHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----EGY01,TRUE,Egypt,W,EGY,Egypt,Egypt,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----ESP01,TRUE,Spain,W,ESP,Spain,Spain,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----FRA01,TRUE,France,W,FRA,France,France,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----GER01,TRUE,Germany,W,GER,Germany,Germany,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----ISR01,TRUE,Israel,W,ISR,Israel,Israel,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----ITA01,TRUE,Italy,W,ITA,Italy,Italy,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----MEX01,TRUE,Mexico,W,MEX,Mexico,Mexico,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----UKR01,TRUE,Ukraine,W,UKR,Ukraine,Ukraine,Rhythmic Gymnastics,GRY,Group All-Around,5,
GRYW5AA-----UZB01,TRUE,Uzbekistan,W,UZB,Uzbekistan,Uzbekistan,Rhythmic Gymnastics,GRY,Group All-Around,5,
HBLMTEAM7---ARG01,TRUE,Argentina,M,ARG,Argentina,Argentina,Handball,HBL,Men,15,5
HBLMTEAM7---CRO01,TRUE,Croatia,M,CRO,Croatia,Croatia,Handball,HBL,Men,14,6
HBLMTEAM7---DEN01,TRUE,Denmark,M,DEN,Denmark,Denmark,Handball,HBL,Men,16,6
HBLMTEAM7---EGY01,TRUE,Egypt,M,EGY,Egypt,Egypt,Handball,HBL,Men,15,6
HBLMTEAM7---ESP01,TRUE,Spain,M,ESP,Spain,Spain,Handball,HBL,Men,15,6
HBLMTEAM7---FRA01,TRUE,France,M,FRA,France,France,Handball,HBL,Men,16,6
HBLMTEAM7---GER01,TRUE,Germany,M,GER,Germany,Germany,Handball,HBL,Men,16,6
HBLMTEAM7---HUN01,TRUE,Hungary,M,HUN,Hungary,Hungary,Handball,HBL,Men,17,5
HBLMTEAM7---JPN01,TRUE,Japan,M,JPN,Japan,Japan,Handball,HBL,Men,14,6
HBLMTEAM7---NOR01,TRUE,Norway,M,NOR,Norway,Norway,Handball,HBL,Men,14,6
HBLMTEAM7---SLO01,TRUE,Slovenia,M,SLO,Slovenia,Slovenia,Handball,HBL,Men,17,6
HBLMTEAM7---SWE01,TRUE,Sweden,M,SWE,Sweden,Sweden,Handball,HBL,Men,16,6
HBLWTEAM7---ANG01,TRUE,Angola,W,ANG,Angola,Angola,Handball,HBL,Women,14,4
HBLWTEAM7---BRA01,TRUE,Brazil,W,BRA,Brazil,Brazil,Handball,HBL,Women,16,5
HBLWTEAM7---DEN01,TRUE,Denmark,W,DEN,Denmark,Denmark,Handball,HBL,Women,15,6
HBLWTEAM7---ESP01,TRUE,Spain,W,ESP,Spain,Spain,Handball,HBL,Women,15,6
HBLWTEAM7---FRA01,TRUE,France,W,FRA,France,France,Handball,HBL,Women,17,6
HBLWTEAM7---GER01,TRUE,Germany,W,GER,Germany,Germany,Handball,HBL,Women,14,6
HBLWTEAM7---HUN01,TRUE,Hungary,W,HUN,Hungary,Hungary,Handball,HBL,Women,17,5
HBLWTEAM7---KOR01,TRUE,Republic of Korea,W,KOR,Korea,Republic of Korea,Handball,HBL,Women,14,6
HBLWTEAM7---NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Handball,HBL,Women,14,6
HBLWTEAM7---NOR01,TRUE,Norway,W,NOR,Norway,Norway,Handball,HBL,Women,15,7
HBLWTEAM7---SLO01,TRUE,Slovenia,W,SLO,Slovenia,Slovenia,Handball,HBL,Women,15,6
HBLWTEAM7---SWE01,TRUE,Sweden,W,SWE,Sweden,Sweden,Handball,HBL,Women,15,6
HOCMTEAM11--ARG01,TRUE,Argentina,M,ARG,Argentina,Argentina,Hockey,HOC,Men,18,7
HOCMTEAM11--AUS01,TRUE,Australia,M,AUS,Australia,Australia,Hockey,HOC,Men,17,5
HOCMTEAM11--BEL01,TRUE,Belgium,M,BEL,Belgium,Belgium,Hockey,HOC,Men,19,8
HOCMTEAM11--ESP01,TRUE,Spain,M,ESP,Spain,Spain,Hockey,HOC,Men,18,5
HOCMTEAM11--FRA01,TRUE,France,M,FRA,France,France,Hockey,HOC,Men,18,8
HOCMTEAM11--GBR01,TRUE,Great Britain,M,GBR,Great Britain,Great Britain,Hockey,HOC,Men,18,7
HOCMTEAM11--GER01,TRUE,Germany,M,GER,Germany,Germany,Hockey,HOC,Men,18,6
HOCMTEAM11--IND01,TRUE,India,M,IND,India,India,Hockey,HOC,Men,16,7
HOCMTEAM11--IRL01,TRUE,Ireland,M,IRL,Ireland,Ireland,Hockey,HOC,Men,17,7
HOCMTEAM11--NED01,TRUE,Netherlands,M,NED,Netherlands,Netherlands,Hockey,HOC,Men,18,8
HOCMTEAM11--NZL01,TRUE,New Zealand,M,NZL,New Zealand,New Zealand,Hockey,HOC,Men,19,6
HOCMTEAM11--RSA01,TRUE,South Africa,M,RSA,South Africa,South Africa,Hockey,HOC,Men,16,8
HOCWTEAM11--ARG01,TRUE,Argentina,W,ARG,Argentina,Argentina,Hockey,HOC,Women,16,8
HOCWTEAM11--AUS01,TRUE,Australia,W,AUS,Australia,Australia,Hockey,HOC,Women,18,6
HOCWTEAM11--BEL01,TRUE,Belgium,W,BEL,Belgium,Belgium,Hockey,HOC,Women,19,12
HOCWTEAM11--CHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Hockey,HOC,Women,17,6
HOCWTEAM11--ESP01,TRUE,Spain,W,ESP,Spain,Spain,Hockey,HOC,Women,16,5
HOCWTEAM11--FRA01,TRUE,France,W,FRA,France,France,Hockey,HOC,Women,17,6
HOCWTEAM11--GBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Hockey,HOC,Women,16,7
HOCWTEAM11--GER01,TRUE,Germany,W,GER,Germany,Germany,Hockey,HOC,Women,18,8
HOCWTEAM11--JPN01,TRUE,Japan,W,JPN,Japan,Japan,Hockey,HOC,Women,16,7
HOCWTEAM11--NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Hockey,HOC,Women,17,6
HOCWTEAM11--RSA01,TRUE,South Africa,W,RSA,South Africa,South Africa,Hockey,HOC,Women,17,9
HOCWTEAM11--USA01,TRUE,United States of America,W,USA,United States,United States of America,Hockey,HOC,Women,16,6
JUDXTEAM6---AUT01,TRUE,Austria,X,AUT,Austria,Austria,Judo,JUD,Mixed Team,6,
JUDXTEAM6---BRA01,TRUE,Brazil,X,BRA,Brazil,Brazil,Judo,JUD,Mixed Team,10,
JUDXTEAM6---CAN01,TRUE,Canada,X,CAN,Canada,Canada,Judo,JUD,Mixed Team,7,
JUDXTEAM6---EOR01,TRUE,Refugee Olympic Team,X,EOR,EOR,Refugee Olympic Team,Judo,JUD,Mixed Team,6,
JUDXTEAM6---ESP01,TRUE,Spain,X,ESP,Spain,Spain,Judo,JUD,Mixed Team,8,
JUDXTEAM6---FRA01,TRUE,France,X,FRA,France,France,Judo,JUD,Mixed Team,14,
JUDXTEAM6---GEO01,TRUE,Georgia,X,GEO,Georgia,Georgia,Judo,JUD,Mixed Team,9,
JUDXTEAM6---GER01,TRUE,Germany,X,GER,Germany,Germany,Judo,JUD,Mixed Team,10,
JUDXTEAM6---HUN01,TRUE,Hungary,X,HUN,Hungary,Hungary,Judo,JUD,Mixed Team,7,
JUDXTEAM6---ISR01,TRUE,Israel,X,ISR,Israel,Israel,Judo,JUD,Mixed Team,12,
JUDXTEAM6---ITA01,TRUE,Italy,X,ITA,Italy,Italy,Judo,JUD,Mixed Team,13,
JUDXTEAM6---JPN01,TRUE,Japan,X,JPN,Japan,Japan,Judo,JUD,Mixed Team,14,
JUDXTEAM6---KAZ01,TRUE,Kazakhstan,X,KAZ,Kazakhstan,Kazakhstan,Judo,JUD,Mixed Team,8,
JUDXTEAM6---KOR01,TRUE,Republic of Korea,X,KOR,Korea,Republic of Korea,Judo,JUD,Mixed Team,11,
JUDXTEAM6---MGL01,TRUE,Mongolia,X,MGL,Mongolia,Mongolia,Judo,JUD,Mixed Team,10,
JUDXTEAM6---NED01,TRUE,Netherlands,X,NED,Netherlands,Netherlands,Judo,JUD,Mixed Team,10,
JUDXTEAM6---SRB01,TRUE,Serbia,X,SRB,Serbia,Serbia,Judo,JUD,Mixed Team,6,
JUDXTEAM6---TUR01,TRUE,Türkiye,X,TUR,Türkiye,Türkiye,Judo,JUD,Mixed Team,8,
JUDXTEAM6---UZB01,TRUE,Uzbekistan,X,UZB,Uzbekistan,Uzbekistan,Judo,JUD,Mixed Team,12,
ROWMCOXED8--AUS01,TRUE,Australia,M,AUS,Australia,Australia,Rowing,ROW,Men's Eight,9,
ROWMCOXED8--GBR01,TRUE,Great Britain,M,GBR,Great Britain,Great Britain,Rowing,ROW,Men's Eight,9,
ROWMCOXED8--GER01,TRUE,Germany,M,GER,Germany,Germany,Rowing,ROW,Men's Eight,9,
ROWMCOXED8--ITA01,TRUE,Italy,M,ITA,Italy,Italy,Rowing,ROW,Men's Eight,9,
ROWMCOXED8--NED01,TRUE,Netherlands,M,NED,Netherlands,Netherlands,Rowing,ROW,Men's Eight,9,
ROWMCOXED8--ROU01,TRUE,Romania,M,ROU,Romania,Romania,Rowing,ROW,Men's Eight,9,
ROWMCOXED8--USA01,TRUE,United States of America,M,USA,United States,United States of America,Rowing,ROW,Men's Eight,9,
ROWMNOCOX2--AUS01,TRUE,Australia,M,AUS,Australia,Australia,Rowing,ROW,Men's Pair,2,
ROWMNOCOX2--CRO01,TRUE,Croatia,M,CRO,Croatia,Croatia,Rowing,ROW,Men's Pair,2,
ROWMNOCOX2--ESP01,TRUE,Spain,M,ESP,Spain,Spain,Rowing,ROW,Men's Pair,2,
ROWMNOCOX2--GBR01,TRUE,Great Britain,M,GBR,Great Britain,Great Britain,Rowing,ROW,Men's Pair,2,
ROWMNOCOX2--GER01,TRUE,Germany,M,GER,Germany,Germany,Rowing,ROW,Men's Pair,2,
ROWMNOCOX2--IRL01,TRUE,Ireland,M,IRL,Ireland,Ireland,Rowing,ROW,Men's Pair,2,
ROWMNOCOX2--ITA01,TRUE,Italy,M,ITA,Italy,Italy,Rowing,ROW,Men's Pair,2,
ROWMNOCOX2--LTU01,TRUE,Lithuania,M,LTU,Lithuania,Lithuania,Rowing,ROW,Men's Pair,2,
ROWMNOCOX2--NZL01,TRUE,New Zealand,M,NZL,New Zealand,New Zealand,Rowing,ROW,Men's Pair,2,
ROWMNOCOX2--ROU01,TRUE,Romania,M,ROU,Romania,Romania,Rowing,ROW,Men's Pair,2,
ROWMNOCOX2--RSA01,TRUE,South Africa,M,RSA,South Africa,South Africa,Rowing,ROW,Men's Pair,2,
ROWMNOCOX2--SUI01,TRUE,Switzerland,M,SUI,Switzerland,Switzerland,Rowing,ROW,Men's Pair,2,
ROWMNOCOX2--USA01,TRUE,United States of America,M,USA,United States,United States of America,Rowing,ROW,Men's Pair,2,
ROWMNOCOX4--AUS01,TRUE,Australia,M,AUS,Australia,Australia,Rowing,ROW,Men's Four,4,
ROWMNOCOX4--FRA01,TRUE,France,M,FRA,France,France,Rowing,ROW,Men's Four,4,
ROWMNOCOX4--GBR01,TRUE,Great Britain,M,GBR,Great Britain,Great Britain,Rowing,ROW,Men's Four,4,
ROWMNOCOX4--ITA01,TRUE,Italy,M,ITA,Italy,Italy,Rowing,ROW,Men's Four,4,
ROWMNOCOX4--NED01,TRUE,Netherlands,M,NED,Netherlands,Netherlands,Rowing,ROW,Men's Four,4,
ROWMNOCOX4--NZL01,TRUE,New Zealand,M,NZL,New Zealand,New Zealand,Rowing,ROW,Men's Four,4,
ROWMNOCOX4--ROU01,TRUE,Romania,M,ROU,Romania,Romania,Rowing,ROW,Men's Four,4,
ROWMNOCOX4--SUI01,TRUE,Switzerland,M,SUI,Switzerland,Switzerland,Rowing,ROW,Men's Four,4,
ROWMNOCOX4--USA01,TRUE,United States of America,M,USA,United States,United States of America,Rowing,ROW,Men's Four,4,
ROWMSCULL2--CHN01,TRUE,People's Republic of China,M,CHN,China,People's Republic of China,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL2--CRO01,TRUE,Croatia,M,CRO,Croatia,Croatia,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL2--ESP01,TRUE,Spain,M,ESP,Spain,Spain,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL2--FRA01,TRUE,France,M,FRA,France,France,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL2--GER01,TRUE,Germany,M,GER,Germany,Germany,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL2--IRL01,TRUE,Ireland,M,IRL,Ireland,Ireland,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL2--ITA01,TRUE,Italy,M,ITA,Italy,Italy,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL2-LARG01,TRUE,Argentina,M,ARG,Argentina,Argentina,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LBEL01,TRUE,Belgium,M,BEL,Belgium,Belgium,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LCHI01,TRUE,Chile,M,CHI,Chile,Chile,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LCZE01,TRUE,Czechia,M,CZE,Czechia,Czechia,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LEGY01,TRUE,Egypt,M,EGY,Egypt,Egypt,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LESP01,TRUE,Spain,M,ESP,Spain,Spain,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LFRA01,TRUE,France,M,FRA,France,France,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LGRE01,TRUE,Greece,M,GRE,Greece,Greece,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LIRL01,TRUE,Ireland,M,IRL,Ireland,Ireland,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LITA01,TRUE,Italy,M,ITA,Italy,Italy,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LJPN01,TRUE,Japan,M,JPN,Japan,Japan,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LMEX01,TRUE,Mexico,M,MEX,Mexico,Mexico,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LNOR01,TRUE,Norway,M,NOR,Norway,Norway,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LSUI01,TRUE,Switzerland,M,SUI,Switzerland,Switzerland,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LUKR01,TRUE,Ukraine,M,UKR,Ukraine,Ukraine,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2-LUZB01,TRUE,Uzbekistan,M,UZB,Uzbekistan,Uzbekistan,Rowing,ROW,Lightweight Men's Double Sculls,2,
ROWMSCULL2--NED01,TRUE,Netherlands,M,NED,Netherlands,Netherlands,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL2--NOR01,TRUE,Norway,M,NOR,Norway,Norway,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL2--NZL01,TRUE,New Zealand,M,NZL,New Zealand,New Zealand,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL2--ROU01,TRUE,Romania,M,ROU,Romania,Romania,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL2--SRB01,TRUE,Serbia,M,SRB,Serbia,Serbia,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL2--USA01,TRUE,United States of America,M,USA,United States,United States of America,Rowing,ROW,Men's Double Sculls,2,
ROWMSCULL4--EST01,TRUE,Estonia,M,EST,Estonia,Estonia,Rowing,ROW,Men's Quadruple Sculls,4,
ROWMSCULL4--GBR01,TRUE,Great Britain,M,GBR,Great Britain,Great Britain,Rowing,ROW,Men's Quadruple Sculls,4,
ROWMSCULL4--GER01,TRUE,Germany,M,GER,Germany,Germany,Rowing,ROW,Men's Quadruple Sculls,4,
ROWMSCULL4--ITA01,TRUE,Italy,M,ITA,Italy,Italy,Rowing,ROW,Men's Quadruple Sculls,4,
ROWMSCULL4--NED01,TRUE,Netherlands,M,NED,Netherlands,Netherlands,Rowing,ROW,Men's Quadruple Sculls,4,
ROWMSCULL4--NOR01,TRUE,Norway,M,NOR,Norway,Norway,Rowing,ROW,Men's Quadruple Sculls,4,
ROWMSCULL4--POL01,TRUE,Poland,M,POL,Poland,Poland,Rowing,ROW,Men's Quadruple Sculls,4,
ROWMSCULL4--ROU01,TRUE,Romania,M,ROU,Romania,Romania,Rowing,ROW,Men's Quadruple Sculls,4,
ROWMSCULL4--SUI01,TRUE,Switzerland,M,SUI,Switzerland,Switzerland,Rowing,ROW,Men's Quadruple Sculls,4,
ROWWCOXED8--AUS01,TRUE,Australia,W,AUS,Australia,Australia,Rowing,ROW,Women's Eight,9,
ROWWCOXED8--CAN01,TRUE,Canada,W,CAN,Canada,Canada,Rowing,ROW,Women's Eight,9,
ROWWCOXED8--DEN01,TRUE,Denmark,W,DEN,Denmark,Denmark,Rowing,ROW,Women's Eight,9,
ROWWCOXED8--GBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Rowing,ROW,Women's Eight,9,
ROWWCOXED8--ITA01,TRUE,Italy,W,ITA,Italy,Italy,Rowing,ROW,Women's Eight,9,
ROWWCOXED8--ROU01,TRUE,Romania,W,ROU,Romania,Romania,Rowing,ROW,Women's Eight,9,
ROWWCOXED8--USA01,TRUE,United States of America,W,USA,United States,United States of America,Rowing,ROW,Women's Eight,9,
ROWWNOCOX2--AUS01,TRUE,Australia,W,AUS,Australia,Australia,Rowing,ROW,Women's Pair,2,
ROWWNOCOX2--CHI01,TRUE,Chile,W,CHI,Chile,Chile,Rowing,ROW,Women's Pair,2,
ROWWNOCOX2--CZE01,TRUE,Czechia,W,CZE,Czechia,Czechia,Rowing,ROW,Women's Pair,2,
ROWWNOCOX2--DEN01,TRUE,Denmark,W,DEN,Denmark,Denmark,Rowing,ROW,Women's Pair,2,
ROWWNOCOX2--ESP01,TRUE,Spain,W,ESP,Spain,Spain,Rowing,ROW,Women's Pair,2,
ROWWNOCOX2--GBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Rowing,ROW,Women's Pair,2,
ROWWNOCOX2--GRE01,TRUE,Greece,W,GRE,Greece,Greece,Rowing,ROW,Women's Pair,2,
ROWWNOCOX2--IRL01,TRUE,Ireland,W,IRL,Ireland,Ireland,Rowing,ROW,Women's Pair,2,
ROWWNOCOX2--LTU01,TRUE,Lithuania,W,LTU,Lithuania,Lithuania,Rowing,ROW,Women's Pair,2,
ROWWNOCOX2--NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Rowing,ROW,Women's Pair,2,
ROWWNOCOX2--NZL01,TRUE,New Zealand,W,NZL,New Zealand,New Zealand,Rowing,ROW,Women's Pair,2,
ROWWNOCOX2--ROU01,TRUE,Romania,W,ROU,Romania,Romania,Rowing,ROW,Women's Pair,2,
ROWWNOCOX2--USA01,TRUE,United States of America,W,USA,United States,United States of America,Rowing,ROW,Women's Pair,2,
ROWWNOCOX4--AUS01,TRUE,Australia,W,AUS,Australia,Australia,Rowing,ROW,Women's Four,4,
ROWWNOCOX4--CHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Rowing,ROW,Women's Four,4,
ROWWNOCOX4--DEN01,TRUE,Denmark,W,DEN,Denmark,Denmark,Rowing,ROW,Women's Four,4,
ROWWNOCOX4--GBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Rowing,ROW,Women's Four,4,
ROWWNOCOX4--IRL01,TRUE,Ireland,W,IRL,Ireland,Ireland,Rowing,ROW,Women's Four,4,
ROWWNOCOX4--NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Rowing,ROW,Women's Four,4,
ROWWNOCOX4--NZL01,TRUE,New Zealand,W,NZL,New Zealand,New Zealand,Rowing,ROW,Women's Four,4,
ROWWNOCOX4--ROU01,TRUE,Romania,W,ROU,Romania,Romania,Rowing,ROW,Women's Four,4,
ROWWNOCOX4--USA01,TRUE,United States of America,W,USA,United States,United States of America,Rowing,ROW,Women's Four,4,
ROWWSCULL2--AUS01,TRUE,Australia,W,AUS,Australia,Australia,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL2--CHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL2--CZE01,TRUE,Czechia,W,CZE,Czechia,Czechia,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL2--FRA01,TRUE,France,W,FRA,France,France,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL2--GBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL2--IRL01,TRUE,Ireland,W,IRL,Ireland,Ireland,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL2--ITA01,TRUE,Italy,W,ITA,Italy,Italy,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL2-LARG01,TRUE,Argentina,W,ARG,Argentina,Argentina,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LAUT01,TRUE,Austria,W,AUT,Austria,Austria,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LCAN01,TRUE,Canada,W,CAN,Canada,Canada,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LCHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LFRA01,TRUE,France,W,FRA,France,France,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LGBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LGRE01,TRUE,Greece,W,GRE,Greece,Greece,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LIRI01,TRUE,Islamic Republic of Iran,W,IRI,IR Iran,Islamic Republic of Iran,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LIRL01,TRUE,Ireland,W,IRL,Ireland,Ireland,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LJPN01,TRUE,Japan,W,JPN,Japan,Japan,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LNZL01,TRUE,New Zealand,W,NZL,New Zealand,New Zealand,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LPER01,TRUE,Peru,W,PER,Peru,Peru,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LPOL01,TRUE,Poland,W,POL,Poland,Poland,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LROU01,TRUE,Romania,W,ROU,Romania,Romania,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2--LTU01,TRUE,Lithuania,W,LTU,Lithuania,Lithuania,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL2-LTUN01,TRUE,Tunisia,W,TUN,Tunisia,Tunisia,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2-LUSA01,TRUE,United States of America,W,USA,United States,United States of America,Rowing,ROW,Lightweight Women's Double Sculls,2,
ROWWSCULL2--NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL2--NOR01,TRUE,Norway,W,NOR,Norway,Norway,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL2--NZL01,TRUE,New Zealand,W,NZL,New Zealand,New Zealand,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL2--ROU01,TRUE,Romania,W,ROU,Romania,Romania,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL2--USA01,TRUE,United States of America,W,USA,United States,United States of America,Rowing,ROW,Women's Double Sculls,2,
ROWWSCULL4--AUS01,TRUE,Australia,W,AUS,Australia,Australia,Rowing,ROW,Women's Quadruple Sculls,4,
ROWWSCULL4--CHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Rowing,ROW,Women's Quadruple Sculls,4,
